M270000017,大阪府大阪市東住吉区照ヶ丘矢田2-6-16 1F 
M270008396,大阪府大阪市浪速区恵美須東1－３－３第二那須アーバン２０２号 
M270008397,大阪府大阪市浪速区恵美須東1－３－３第二那須アーバン２０３号 
M270008406,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　503号室 
M270008407,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　511号室 
M270008408,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　612号室 
M270008409,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　613号室 
M270008410,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　711号室 
M270008411,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　712号室 
M270008412,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　801号室 
M270008413,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　802号室 
M270008414,大阪府大阪市浪速区難波中１－１６－１１レック難波ビル８０１ 
M270008415,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　803号室 
M270008416,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　805号室 
M270008417,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　806号室 
M270008419,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　810号室 
M270008420,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　811号室 
M270008421,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　812号室 
M270008424,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　813号室 
M270008425,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　815号室 
M270008428,大阪府大阪市中央区瓦屋町２－１６－２６－６０２ 
M270008429,大阪府大阪市中央区瓦屋町２－１６－２６－７０１ 
M270008430,大阪府大阪市中央区瓦屋町２－１６－２６－８０１ 
M270008431,大阪府大阪市中央区瓦屋町２－１６－２６－１００６ 
M270008432,大阪府大阪市中央区上本町西２－５－１１ 
M270008438,大阪府大阪市浪速区恵美須西２－４－４ 
M270008440,大阪府大阪市浪速区日本橋東１丁目２－１４ロイヤルミナミ６０３ 
M270008448,大阪府大阪市浪速区戎本町２－４－３プライムハイツ８１０ 
M270008449,大阪府大阪市浪速区戎本町２－４－３プライムハイツ２１１ 
M270008451,大阪府大阪市浪速区戎本町２－４－３プライムハイツ５０６ 
M270008452,大阪府大阪市浪速区戎本町２－４－３プライムハイツ８０６ 
M270008453,大阪府大阪市浪速区戎本町２－４－３プライムハイツ６０８ 
M270008454,大阪府大阪市浪速区戎本町２－４－３プライムハイツ２１０ 
M270008484,大阪府大阪市港区南市岡３－５－５ 
M270008499,大阪府大阪市西区北堀江２－５－４ハイコート堀江６０５号 
M270008500,大阪府大阪市西区北堀江２－５－４ハイコート堀江８０５号 
M270008502,大阪府大阪市淀川区西中島５－１－８　日研ビル９０２ 
M270008506,大阪府大阪市淀川区西中島５－１－８　日研ビル８０１ 
M270008513,大阪府大阪市中央区島之内１－２１－２９－５０６ 
M270008518,大阪府大阪市浪速区難波中２－５－１５シティーライフナンバ３０２ 
M270008519,大阪府大阪市中央区日本橋２－１８－２０コスモトム日本橋Ⅱ２A 
M270008520,大阪府大阪市中央区日本橋２－１８－２０コスモトム日本橋Ⅱ２C 
M270008521,大阪府大阪市中央区日本橋２－１８－２０コスモトム日本橋Ⅱ４C 
M270008522,大阪府大阪市中央区日本橋２－１８－２０コスモトム日本橋Ⅱ６B 
M270008539,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ６０１ 
M270008540,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ６０２ 
M270008542,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ６０３ 
M270008543,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ６０４ 
M270008545,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ７０１ 
M270008554,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ７０２ 
M270008559,大阪府大阪市東成区東小橋２－４－２９ＭＯＮＤＯ－ＧＡＬＡＸＹ７０３ 
M270008570,大阪府大阪市中央区高津２－８－４シャトー大鉄603 
M270008571,大阪府大阪市浪速区芦原１－２－１　セレニテ難波西８０３号 
M270008572,大阪府大阪市中央区高津２－８－４シャトー大鉄601 
M270008573,大阪府大阪市浪速区芦原１－２－１　セレニテ難波西７０３号 
M270008574,大阪府大阪市中央区高津２－８－４シャトー大鉄501 
M270008575,大阪府大阪市中央区高津２－８－４シャトー大鉄901 
M270008598,大阪府大阪市浪速区元町２－１３－３ハクユウ元町６０１ 
M270008631,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川３０１号 
M270008632,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川３０２号 
M270008633,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川４０４号 
M270008634,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川６０２号 
M270008635,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川６０４号 
M270008636,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川７０１号 
M270008637,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川９０３号 
M270008638,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川１００１号 
M270008639,大阪府大阪市福島区玉川１－３－１３エスライズ堂島川１００３号 
M270008656,大阪府大阪市大正区三軒家東１－１１－３３大正橋第一ビル301,302,303 
M270008665,大阪府大阪市中央区瓦屋町１－１１－１５朱栄ビル４０１ 
M270008668,大阪府大阪市天王寺区東上町７－３Uro鶴橋１０２ 
M270008683,大阪府大阪市西区北堀江２－５－４ハイコート堀江３０５号 
M270008685,大阪府大阪市西区北堀江２－５－４ハイコート堀江３０３号 
M270008702,大阪府大阪市中央区島之内２－１７－２３　ＴＯＰ１ＮＩＰＰＯＮＢＡＳＨＩ３０３ 
M270008703,大阪府大阪市中央区島之内２－１７－２３　ＴＯＰ１ＮＩＰＰＯＮＢＡＳＨＩ２０３ 
M270008705,大阪府大阪市中央区島之内２－１７－２３　ＴＯＰ１ＮＩＰＰＯＮＢＡＳＨＩ６０３ 
M270008706,大阪府大阪市中央区島之内２－１７－２３　ＴＯＰ１ＮＩＰＰＯＮＢＡＳＨＩ７０３ 
M270008707,大阪府大阪市中央区島之内２－１７－２３　ＴＯＰ１ＮＩＰＰＯＮＢＡＳＨＩ８０３ 
M270008715,大阪府大阪市天王寺区東上町７－３Uro鶴橋１０３ 
M270008716,大阪府大阪市天王寺区東上町７－３Uro鶴橋１０５ 
M270008717,大阪府大阪市天王寺区東上町７－３Uro鶴橋２０２ 
M270008718,大阪府大阪市天王寺区東上町７－３Uro鶴橋２０３ 
M270008719,大阪府大阪市天王寺区東上町７－３Uro鶴橋２０５ 
M270008720,大阪府大阪市天王寺区東上町７－３Uro鶴橋２０６ 
M270008737,大阪府大阪市住吉区東粉浜３－３－９ 
M270008744,大阪府大阪市浪速区元町２－１３－３ハクユウ元町１００６ 
M270008745,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ２０６ 
M270008746,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ４０３ 
M270008747,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ４０５ 
M270008748,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ５０２ 
M270008749,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ５０６ 
M270008750,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ９０１ 
M270008751,大阪府大阪市西成区天下茶屋２－１９－１６ 
M270008752,大阪府大阪市旭区今市１－１－５千林ロイヤルハイツ１００５ 
M270008759,大阪府大阪市中央区日本橋２－１０－７BMランド２０２ 
M270008760,大阪府大阪市中央区日本橋２－１０－７BMランド５０３ 
M270008761,大阪府大阪市中央区日本橋２－１０－７BMランド４０１ 
M270008762,大阪府大阪市中央区日本橋２－１０－７BMランド２０３ 
M270008764,大阪府大阪市中央区日本橋２－１０－７BMランド２０５ 
M270008765,大阪府大阪市中央区日本橋２－１０－７BMランド３０７ 
M270008766,大阪府大阪市中央区日本橋２－１０－７BMランド４０２ 
M270008768,大阪府大阪市中央区日本橋２－１０－７BMランド４０４ 
M270008769,大阪府大阪市中央区日本橋２－１０－７BMランド４０５ 
M270008771,大阪府大阪市中央区日本橋２－１０－７BMランド４０７ 
M270008772,大阪府大阪市中央区日本橋２－１０－７BMランド５０４ 
M270008773,大阪府大阪市中央区日本橋２－１０－７BMランド６０２ 
M270008775,大阪府大阪市中央区日本橋２－１０－７BMランド６０３ 
M270008776,大阪府大阪市中央区日本橋２－１０－７BMランド６０４ 
M270008777,大阪府大阪市中央区日本橋２－１０－７BMランド６０５ 
M270008788,大阪府大阪市中央区千日前２－３－１セブンマンション502 
M270008789,大阪府大阪市天王寺区東上町７－３Uro鶴橋３０２ 
M270008791,大阪府大阪市北区大淀中３－７－５大淀ハイツ２０３ 
M270008792,大阪府大阪市天王寺区東上町７－３Uro鶴橋３０３ 
M270008794,大阪府大阪市天王寺区東上町７－３Uro鶴橋３０５ 
M270008795,大阪府大阪市北区大淀中３－７－５大淀ハイツ２０５ 
M270008797,大阪府大阪市天王寺区東上町７－３Uro鶴橋３０６ 
M270008798,大阪府大阪市北区大淀中３－７－５大淀ハイツ３０２ 
M270008799,大阪府大阪市北区大淀中３－７－５大淀ハイツ４０７ 
M270008800,大阪府大阪市天王寺区東上町７－３Uro鶴橋４０２ 
M270008801,大阪府大阪市天王寺区東上町７－３Uro鶴橋４０３ 
M270008802,大阪府大阪市天王寺区東上町７－３Uro鶴橋４０５ 
M270008803,大阪府大阪市天王寺区東上町７－３Uro鶴橋４０６ 
M270008805,大阪府大阪市生野区新今里４－２－１３　２F 
M270008806,大阪府大阪市天王寺区東上町７－３Uro鶴橋５０２ 
M270008807,大阪府大阪市天王寺区東上町７－３Uro鶴橋５０３ 
M270008808,大阪府大阪市天王寺区東上町７－３Uro鶴橋５０５ 
M270008810,大阪府大阪市天王寺区東上町７－３Uro鶴橋５０６ 
M270008816,大阪府大阪市東淀川区西淡路１－１－２８　ライオンズマンション新大阪４０３ 
M270008817,大阪府大阪市中央区島之内２－５－３１ＴＳマンション２０５ 
M270008818,大阪府大阪市東淀川区西淡路１－１－２８　ライオンズマンション新大阪６０４ 
M270008819,大阪府大阪市東淀川区西淡路１－１－２８　ライオンズマンション新大阪６０３ 
M270008820,大阪府大阪市中央区島之内２－５－３１ＴＳマンション４０３ 
M270008821,大阪府大阪市東淀川区西淡路１－１－２８　ライオンズマンション新大阪９０３ 
M270008822,大阪府大阪市東淀川区西淡路１－１－２８　ライオンズマンション新大阪６０２ 
M270008823,大阪府大阪市東住吉区住道矢田１－１９－２３ 
M270008825,大阪府大阪市浪速区下寺３－１８－５グリーンビュー天王寺３０1 
M270008826,大阪府大阪市浪速区下寺３－１８－５グリーンビュー天王寺３０2 
M270008856,大阪府大阪市浪速区難波中２－５－１５シティライフナンバ５０１ 
M270008858,大阪府大阪市港区築港１－１３－３３　ゼブラ１０３ 
M270008859,大阪府大阪市港区築港１－１３－３３　ゼブラ１０４ 
M270008860,大阪府大阪市天王寺区東上町７－３Uro鶴橋６０１ 
M270008861,大阪府大阪市天王寺区東上町７－３Uro鶴橋６０２ 
M270008862,大阪府大阪市中央区千日前１－６－６明日香ビル３９ 
M270008863,大阪府大阪市西区九条２－７－５ 
M270008864,大阪府大阪市中央区千日前１－６－６明日香ビル４６ 
M270008865,大阪府大阪市中央区千日前１－６－６明日香ビル５２ 
M270008866,大阪府大阪市中央区千日前１－６－６明日香ビル５８ 
M270008868,大阪府大阪市天王寺区東上町７－３Uro鶴橋６０３ 
M270008870,大阪府大阪市天王寺区東上町７－３Uro鶴橋６０５ 
M270008883,大阪府大阪市天王寺区東上町７－３Uro鶴橋６０６ 
M270008903,大阪府大阪市北区天神橋４－１１－２０天神橋ハイツ３０１ 
M270008906,大阪府大阪市北区天神橋４－１１－２０天神橋ハイツ３０２ 
M270008911,大阪府大阪市浪速区元町１－３－１２ 
M270008913,大阪府大阪市中央区高津２－８－４　シャトー大鉄８０１ 
M270008914,大阪府大阪市福島区福島６－１６－１３ 
M270008963,大阪府大阪市中央区島之内１－４－２　メルシアター203 
M270008971,大阪府大阪市中央区西心斎橋２－８－２９　澤井マンション205 
M270008974,大阪府大阪市中央区西心斎橋２－８－２９　澤井マンション703 
M270008975,大阪府大阪市中央区西心斎橋２－８－２９　澤井マンション702 
M270008977,大阪府大阪市中央区西心斎橋２－８－２９　澤井マンション802 
M270008979,大阪府大阪市中央区島之内２－２－１５　オデッサ401 
M270008982,大阪府大阪市中央区島之内２－２－１５　オデッサ402 
M270008985,大阪府大阪市中央区島之内２－２－１５　オデッサ802 
M270008986,大阪府大阪市城東区中浜３－１５－１８ 
M270008987,大阪府大阪市浪速区元町２－１１－１５明大八坂マンション3F 
M270008990,大阪府大阪市浪速区元町２－１１－１５明大八坂マンション2F 
M270008992,大阪府大阪市浪速区元町２－１１－１５明大八坂マンション4F 
M270008993,大阪府大阪市浪速区元町２－１１－１５明大八坂マンション5F 
M270008996,大阪府大阪市浪速区元町２－１１－１５明大八坂マンション7F 
M270008997,大阪府大阪市浪速区元町２－１１－１５明大八坂マンション6F 
M270009002,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋４０５ 
M270009003,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋５０５ 
M270009004,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋６０１ 
M270009005,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋６０６ 
M270009006,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋８０５ 
M270009007,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋９０３ 
M270009008,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１００２ 
M270009009,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１１０１ 
M270009010,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１１０４ 
M270009011,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１１０５ 
M270009012,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋１２０１ 
M270009036,大阪府大阪市中央区瓦屋町２－１６－２６ポムドパン松屋町９０２ 
M270009038,大阪府大阪市天王寺区東上町７－３Uro鶴橋７０１ 
M270009039,大阪府大阪市天王寺区東上町７－３Uro鶴橋７０２ 
M270009040,大阪府大阪市天王寺区東上町７－３Uro鶴橋７０３ 
M270009041,大阪府大阪市天王寺区東上町７－３Uro鶴橋７０５ 
M270009042,大阪府大阪市天王寺区東上町７－３Uro鶴橋７０６ 
M270009088,大阪府大阪市中央区高津２－３－１３シャトー乃一202 
M270009089,大阪府大阪市中央区高津２－３－１３シャトー乃一302  
M270009096,大阪府大阪市浪速区芦原１－２－１セレニテ難波西８０７ 
M270009097,大阪府大阪市中央区島之内２－６－６　アロンデール３０１号 
M270009098,大阪府大阪市中央区島之内２－６－６　アロンデール４０６号 
M270009104,大阪府大阪市浪速区恵美須西１－５－６レフィナード４０２ 
M270009105,大阪府大阪市浪速区恵美須西１－５－６レフィナード５０３ 
M270009106,大阪府大阪市浪速区日本橋５－２１－９　カモンハイツ２０３ 
M270009107,大阪府大阪市浪速区日本橋５－２１－９　カモンハイツ１０５ 
M270009116,大阪府大阪市浪速区大国３－２－３０センチュリー大国１００１ 
M270009119,大阪府大阪市浪速区元町２－１３－３ハクユウ元町８０６ 
M270009131,大阪府大阪市中央区島之内２－２－１５　コーポシャペル602 
M270009138,大阪府大阪市浪速区難波中２－５－１５　シティーライフナンバ４０２ 
M270009140,大阪府大阪市東淀川区東中島１－２０－１２ユニゾーン新大阪４２２ 
M270009162,大阪府大阪市西成区天下茶屋１－２－３　ＯＬＦＥＡ今船駅前１０２ 
M270009163,大阪府大阪市西成区天下茶屋１－２－３　ＯＬＦＥＡ今船駅前２０１ 
M270009164,大阪府大阪市西成区天下茶屋１－２－３　ＯＬＦＥＡ今船駅前２０２ 
M270009165,大阪府大阪市西成区天下茶屋１－２－３　ＯＬＦＥＡ今船駅前１０１ 
M270009168,大阪府大阪市天王寺区東上町７－３Uro鶴橋８０１ 
M270009169,大阪府大阪市天王寺区東上町７－３Uro鶴橋８０２ 
M270009170,大阪府大阪市天王寺区東上町７－３Uro鶴橋８０３ 
M270009171,大阪府大阪市天王寺区東上町７－３Uro鶴橋８０５ 
M270009172,大阪府大阪市天王寺区東上町７－３Uro鶴橋８０６ 
M270009173,大阪府大阪市港区市岡４－３－２５ 
M270009174,大阪府大阪市中央区島之内１－１３－３おおきに東心斎橋ビル５０１ 
M270009175,大阪府大阪市中央区島之内１－１３－３おおきに東心斎橋ビル１００１ 
M270009176,大阪府大阪市中央区島之内１－１３－３おおきに東心斎橋ビル１１０２ 
M270009177,大阪府大阪市中央区島之内１－１３－３おおきに東心斎橋ビル１２０３ 
M270009178,大阪府大阪市中央区島之内１－１３－３おおきに東心斎橋ビル１１０１ 
M270009179,大阪府大阪市中央区島之内１－１３－３おおきに東心斎橋ビル７０１ 
M270009180,大阪府大阪市中央区東心斎橋２－２－１２　ＥＸＥ東心斎橋３０５，３０６，３０７，３０８，４０５，４０６，４０７，４０８，５０５，５０６，５０７，５０８，６０５，６０６，６０７，６０８ 
M270009187,大阪府大阪市西成区天下茶屋２－９－１０ 
M270009189,大阪府大阪市浪速区下寺３－１８－５　グリーンビュー天王寺７０１ 
M270009205,大阪府大阪市中央区北久宝寺町１－３－２ R-Stay HONMACHI 2B 
M270009208,大阪府大阪市中央区北久宝寺町１－３－２ R-Stay HONMACHI 3B 
M270009209,大阪府大阪市中央区北久宝寺町１－３－２ R-Stay HONMACHI 4B 
M270009210,大阪府大阪市中央区北久宝寺町１－３－２ R-Stay HONMACHI 5B 
M270009211,大阪府大阪市中央区北久宝寺町１－３－２ R-Stay HONMACHI 6B 
M270009275,大阪府大阪市大正区三軒家西２－１５－１３－１０３ 
M270009276,大阪府大阪市大正区三軒家西２－１５－１３－２０１ 
M270009277,大阪府大阪市大正区三軒家西２－１５－１３－２０２ 
M270009278,大阪府大阪市大正区三軒家西２－１５－１３－３０１ 
M270009279,大阪府大阪市大正区三軒家西２－１５－１３－３０２ 
M270009280,大阪府大阪市中央区高津３－１５－９　エグゼ難波東３０６ 
M270009281,大阪府大阪市大正区三軒家西２－１５－１３－３０３ 
M270009288,大阪府大阪市中央区日本橋２－１８－２０コスモトム日本橋Ⅱ３Ａ、３B、４Ａ 
M270009322,大阪府大阪市中央区東心斎橋２－３－４　エムズビレッジ101号室 
M270009323,大阪府大阪市中央区東心斎橋２－３－４　エムズビレッジ304号室 
M270009362,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪２E 
M270009363,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪２F 
M270009364,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪３A 
M270009366,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪４A 
M270009367,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪４B 
M270009368,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪４H 
M270009369,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪５A 
M270009370,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪５E 
M270009372,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪５F 
M270009373,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪５H 
M270009374,大阪府大阪市中央区高津３－１５－９エグゼ難波東５０６ 
M270009375,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪６A 
M270009376,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪６B  
M270009377,大阪府大阪市港区夕凪1－9－17アッシュコート夕凪６C 
M270009382,大阪府大阪市平野区平野本町３－３－７　２、３階 
M270009399,大阪府大阪市浪速区元町１－２－２２　明星荘2 
M270009401,大阪府大阪市浪速区元町１－２－２２　明星荘8 
M270009402,大阪府大阪市中央区日本橋１－１６－３ジェイドレジデンス３０３ 
M270009403,大阪府大阪市中央区日本橋１－１６－３ジェイドレジデンス２０３ 
M270009406,大阪府大阪市中央区日本橋１－１６－３ジェイドレジデンス３０１ 
M270009407,大阪府大阪市中央区日本橋１－１６－３ジェイドレジデンス３０２ 
M270009412,大阪府大阪市中央区日本橋１－１６－３ジェイドレジデンス２０１ 
M270009413,大阪府大阪市中央区日本橋１－１６－３ジェイドレジデンス２０２ 
M270009414,大阪府大阪市生野区新今里６－１３－５－２Ｆ 
M270009418,大阪府大阪市浪速区敷津西２－１３－１４メゾンヘルム３０３ 
M270009419,大阪府大阪市西成区天下茶屋１－２－３　ＯＬＦＥＡ今船駅前３０２ 
M270009420,大阪府大阪市西成区天下茶屋１－２－３　ＯＬＦＥＡ今船駅前３０１ 
M270009422,大阪府大阪市浪速区桜川２－９－２４セレーノマンション１０２ 
M270009424,大阪府大阪市浪速区桜川２－９－２４セレーノマンション２０１ 
M270009425,大阪府大阪市浪速区桜川２－９－２４セレーノマンション２０２ 
M270009426,大阪府大阪市浪速区桜川２－９－２４セレーノマンション３０１ 
M270009427,大阪府大阪市浪速区桜川２－９－２４セレーノマンション３０２ 
M270009428,大阪府大阪市浪速区桜川２－９－２４セレーノマンション５０２ 
M270009429,大阪府大阪市浪速区桜川２－９－２４セレーノマンション６０２ 
M270009437,大阪府大阪市中央区島之内１－１４－３ 
M270009438,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　４１１号室 
M270009439,大阪府大阪市西成区萩之茶屋2丁目５－８ペントハウス８　６０３号室 
M270009467,大阪府大阪市浪速区戎本町１－７－２６ジェイプライド難波南３０１、５０１、６０４、７０４、９０４、１００１、１００４ 
M270009468,大阪府大阪市浪速区敷津西２－２－１０ヴェローノ大国９０１ 
M270009469,大阪府大阪市浪速区桜川３－４－１７セレッソ難波西２０２ 
M270009470,大阪府大阪市浪速区桜川３－４－１７セレッソ難波西４０３ 
M270009471,大阪府大阪市浪速区桜川３－４－１７セレッソ難波西１０１ 
M270009472,大阪府大阪市浪速区桜川３－４－１７セレッソ難波西５０２ 
M270009473,大阪府大阪市浪速区桜川３－４－１７セレッソ難波西２０１ 
M270009475,大阪府大阪市浪速区敷津西１－１１－８ファミール錦水１０１、６０５ 
M270009476,大阪府大阪市中央区瓦屋町２－１６－２ポムドパン松屋町５０１ 
M270009477,大阪府大阪市中央区瓦屋町２－１６－２ポムドパン松屋町４０３ 
M270009481,大阪府大阪市中央区島之内１－１４－３１スナダビル５ 
M270009482,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷１０２ 
M270009483,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷１０３ 
M270009484,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷２０１ 
M270009485,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷３０２ 
M270009494,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷３０６ 
M270009495,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷４０２ 
M270009496,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷５０３ 
M270009497,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷５０４ 
M270009498,大阪府大阪市浪速区稲荷１－１０－３エムテック稲荷７０２ 
M270009506,大阪府大阪市東成区中本５－１０－４ 
M270009510,大阪府大阪市中央区東心斎橋２－２－１２　ＥＸＥ東心斎橋７０５，７０６，７０７，７０８，８０５，８０６，８０７，８０８，９０５，９０６，９０７，９０８，１００５，１００６，１００７，１００８ 
M270009511,大阪府大阪市中央区東心斎橋２－２－１２　ＥＸＥ東心斎橋１１０５，１１０６，１１０７，１１０８，１２０５，１２０６，１２０７，１２０８，１３０５，１３０６，１３０７，１３０８ 
M270009515,大阪府大阪市浪速区大国３-７-７ナオシス大国町２０３ 
M270009554,大阪府大阪市中央区千日前１－９－２０千日前オレンジビル４０１号 
M270009557,大阪府大阪市中央区千日前１－９－２０千日前オレンジビル３０２号 
M270009558,大阪府大阪市西区新町３－１０－２１アーバンプラザ６００３ 
M270009559,大阪府大阪市浪速区下寺２－４－１２　エスケイビル３階 
M270009560,大阪府大阪市浪速区下寺２－４－１２　エスケイビル６階 
M270009561,大阪府大阪市北区池田町１－２３　ペガサスマンション１０１ 
M270009562,大阪府大阪市浪速区敷津西１－５－２０　ラフィナート５０３、５０４、６０１、６０２、７０２、７０３、７０４ 
M270009580,大阪府大阪市生野区小路東２－７－１５パール小路４０１ 
M270009581,大阪府大阪市浪速区日本橋４－３－１３プランドール難波1104 
M270009619,大阪府大阪市浪速区芦原１－２－１　セレニテ難波西６０５号 
M270009620,大阪府大阪市浪速区芦原１－２－１　セレニテ難波西１００８号 
M270009622,大阪府大阪市浪速区芦原１－２－１　セレニテ難波西４１０号 
M270009624,大阪府大阪市浪速区芦原１－２－１　セレニテ難波西３０３号 
M270009637,大阪府大阪市中央区島之内２－２－１５　オデッサ202 
M270009638,大阪府大阪市中央区島之内２－２－１５　オデッサ801 
M270009640,大阪府大阪市中央区島之内２－６－６　アロンデール７０２号 
M270009652,大阪府大阪市浪速区敷津西２－２－１０　ヴェローノ大国４０３ 
M270009653,大阪府大阪市浪速区敷津西２－２－１０　ヴェローノ大国５０１ 
M270009654,大阪府大阪市浪速区元町２－１３－３　ハクユウ元町７０１ 
M270009655,大阪府大阪市浪速区元町２－１３－３　ハクユウ元町６０３ 
M270009663,大阪府大阪市中央区島之内１－２１－３０アスティオンカズ４０２号 
M270009677,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ４００６ 
M270009678,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ５００３ 
M270009679,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ５００５ 
M270009681,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ５００６ 
M270009683,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ６００６ 
M270009685,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ７００３ 
M270009686,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ７００４ 
M270009687,大阪府大阪市中央区高津3-9-5　第二高津グローリーハイツ８００２ 
M270009737,大阪府大阪市中央区日本橋２－１７－２アリタクローバーハイツ１０２ 
M270009738,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋１０１ 
M270009748,大阪府大阪市福島区鷺洲３－１０－２９ 
M270009752,大阪府大阪市淀川区十三東３－１４－１３ 
M270009786,大阪府大阪市浪速区日本橋４－１５－４メゾンディンプル３０２ 
M270009791,大阪府大阪市浪速区日本橋東１－１０－７　俺ベコビル３F 
M270009792,大阪府大阪市浪速区大国３－２－３０　センチュリー大国６０１ 
M270009849,大阪府大阪市西成区橘３－１４－８ 
M270009853,大阪府大阪市生野区生野西４－８－２５ 
M270009858,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋７０１ 
M270009859,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋６０１ 
M270009860,大阪府大阪市中央区日本橋２－１７－１１ラフィーヌ日本橋４０１ 
M270009863,大阪府大阪市中央区島之内２－６－６　アロンデール３０５ 
M270009864,大阪府大阪市中央区日本橋１－２０－９上東ビル４０１，４０５ 
M270009868,大阪府大阪市生野区桃谷２－２２－３３ 
M270009869,大阪府大阪市平野区流町３－１７－９ 
M270009871,大阪府大阪市淀川区東三国５－１２－１０　エンシンビル401 
M270009872,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋３０１ 
M270009873,大阪府大阪市中央区島之内１－２１－２９ルミエール長堀橋６０７ 
M270009881,大阪府大阪市北区大淀中３－７－５大淀ハイツ３０１ 
