M130002905,東京都新宿区大久保二丁目３２番９号,080-3732-2988
M130000881,東京都新宿区大久保二丁目３３番３４号,080-4935-6699
ロッソ新大久保Ｃ棟２０３,東京都新宿区大久保二丁目３３番３号ロッソ新大久保Ｃ棟２０３,090-1270-9832
ロッソ新大久保Ｃ棟２０１,東京都新宿区大久保二丁目３３番３号ロッソ新大久保Ｃ棟２０１,050-5577-7888
ロッソ新大久保Ｃ棟１０１,東京都新宿区大久保二丁目３３番３号ロッソ新大久保Ｃ棟１０１,03-4405-4428
パル新宿５０１,東京都新宿区大久保二丁目５番２号パル新宿５０１,090-2339-7335
パル新宿４０２,東京都新宿区大久保二丁目５番２号パル新宿４０２,03-5787-8138
パラゼット東新宿１０１,東京都新宿区大久保二丁目８番１３号パラゼット東新宿１０１,070-1441-5999
パラゼット東新宿２０３,東京都新宿区大久保二丁目８番１３号パラゼット東新宿２０３,070-1441-5999
パラゼット東新宿１０４,東京都新宿区大久保二丁目８番１３号パラゼット東新宿１０４,090-6009-2381
青葉ビル１０１,東京都新宿区大久保二丁目８番８号青葉ビル１０１,03-6233-8341
青葉ビル１０２,東京都新宿区大久保二丁目８番８号青葉ビル１０２,03-6233-8341
青葉ビル１０３,東京都新宿区大久保二丁目８番８号青葉ビル１０３,03-6233-8341
青葉ビル３０１,東京都新宿区大久保二丁目８番８号青葉ビル３０１,03-6233-8341
青葉ビル３０２,東京都新宿区大久保二丁目８番８号青葉ビル３０２,03-6233-8341
青葉ビル３０３,東京都新宿区大久保二丁目８番８号青葉ビル３０３,03-6233-8341
M130003207,東京都新宿区大京町２０番地４,03-3577-9866
グリーングラス千駄ヶ谷１０２,東京都新宿区大京町３０番地１１グリーングラス千駄ヶ谷１０２,03-3493-1606
M130001642,東京都新宿区中井一丁目９番２号,080-5011-5699
M130009643,東京都新宿区中井二丁目７番７号,03-3590-5025
M130001912,東京都新宿区中落合三丁目３番５号,090-9858-6799
ＴＥＩＪＩＮ　ＡＰＡＲＴＭＥＮＴ　４Ｆ,東京都新宿区天神町７１番地ＴＥＩＪＩＮ　ＡＰＡＲＴＭＥＮＴ　４Ｆ,03-3577-9866
ＴＥＩＪＩＮ　ＡＰＡＲＴＭＥＮＴ　８Ｆ,東京都新宿区天神町７１番地ＴＥＩＪＩＮ　ＡＰＡＲＴＭＥＮＴ　８Ｆ,03-3577-9866
M130010531,東京都新宿区南榎町２番地１４,080-9408-9302
M130004662,東京都新宿区馬場下町５５番地,03-6874-9175
ライズハウス１０１,東京都新宿区百人町一丁目１１番１０号ライズハウス１０１,03-3226-3335
ライズハウス１０２,東京都新宿区百人町一丁目１１番１０号ライズハウス１０２,03-3226-3335
ライズハウス２０１,東京都新宿区百人町一丁目１１番１０号ライズハウス２０１,03-3226-3335
ライズハウス２０２,東京都新宿区百人町一丁目１１番１０号ライズハウス２０２,03-3226-3335
ライズハウス２０３,東京都新宿区百人町一丁目１１番１０号ライズハウス２０３,03-3226-3335
ライズハウス３０１,東京都新宿区百人町一丁目１１番１０号ライズハウス３０１,03-3226-3335
ライズハウス３０２,東京都新宿区百人町一丁目１１番１０号ライズハウス３０２,03-3226-3335
ライズハウス３０３,東京都新宿区百人町一丁目１１番１０号ライズハウス３０３,03-3226-3335
Ｂ,東京都新宿区百人町一丁目１１番７号Ｂ,03-6666-9760
M130000855,東京都新宿区百人町一丁目１３番２９号,03-3954-0753
ＰＡＴＩＯ新宿２０１,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿２０１,03-3361-8567
ＰＡＴＩＯ新宿２０２,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿２０２,03-3361-8567
ＰＡＴＩＯ新宿２０３,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿２０３,03-3361-8567
ＰＡＴＩＯ新宿２０４,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿２０４,03-3361-8567
ＰＡＴＩＯ新宿２０５,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿２０５,03-3361-8567
ＰＡＴＩＯ新宿３０２,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿３０２,03-3361-8567
ＰＡＴＩＯ新宿３０３,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿３０３,03-3361-8567
ＰＡＴＩＯ新宿３０４,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿３０４,03-3361-8567
ＰＡＴＩＯ新宿３０５,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿３０５,03-3361-8567
ＰＡＴＩＯ新宿４０２,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿４０２,03-3361-8567
ＰＡＴＩＯ新宿４０３,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿４０３,03-3361-8567
ＰＡＴＩＯ新宿４０４,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿４０４,03-3361-8567
ＰＡＴＩＯ新宿４０５,東京都新宿区百人町一丁目１５番２９号ＰＡＴＩＯ新宿４０５,03-3361-8567
ホワイトキャッスルＢ棟２０３,東京都新宿区百人町一丁目１５番８号ホワイトキャッスルＢ棟２０３,090-1853-1545
百人町フールハウス,東京都新宿区百人町一丁目１６番２３号百人町フールハウス,03-5787-8138
大久保コート２０１,東京都新宿区百人町一丁目１６番２８号大久保コート２０１,0466-20-5194
都　新宿１０２,東京都新宿区百人町一丁目１７番１５号都　新宿１０２,03-6455-4508
都　新宿１０３,東京都新宿区百人町一丁目１７番１５号都　新宿１０３,03-6455-4508
都　新宿１０４,東京都新宿区百人町一丁目１７番１５号都　新宿１０４,03-6455-4508
都　新宿１０５,東京都新宿区百人町一丁目１７番１５号都　新宿１０５,03-6455-4508
都　新宿１０６,東京都新宿区百人町一丁目１７番１５号都　新宿１０６,03-6455-4508
都　新宿１０１,東京都新宿区百人町一丁目１７番１５号都　新宿１０１,03-6455-4508
都　新宿２０１,東京都新宿区百人町一丁目１７番１５号都　新宿２０１,03-6455-4508
都　新宿２０２,東京都新宿区百人町一丁目１７番１５号都　新宿２０２,03-6455-4508
都　新宿２０３,東京都新宿区百人町一丁目１７番１５号都　新宿２０３,03-6455-4508
都　新宿２０４,東京都新宿区百人町一丁目１７番１５号都　新宿２０４,03-6455-4508
都　新宿２０５,東京都新宿区百人町一丁目１７番１５号都　新宿２０５,03-6455-4508
都　新宿２０６,東京都新宿区百人町一丁目１７番１５号都　新宿２０６,03-6455-4508
M130009591,東京都新宿区百人町一丁目１９番１９号,03-6273-8085
山田ビル２Ｆ,東京都新宿区百人町一丁目２０番１６号山田ビル２Ｆ,03-6873-8657
山田ビル１Ｆ,東京都新宿区百人町一丁目２０番１６号山田ビル１Ｆ,03-6873-8657
ムサシノビル８０７,東京都新宿区百人町一丁目２０番２６号ムサシノビル８０７,03-5835-0886
グリーンハイツ千加松３０６,東京都新宿区百人町一丁目２２番７号グリーンハイツ千加松３０６,03-4405-2198
グリーンハイツ千加松３０５,東京都新宿区百人町一丁目２２番７号グリーンハイツ千加松３０５,03-6273-9301
第一サンワビル５階,東京都新宿区百人町一丁目２３番２号第一サンワビル５階,03-4405-2198
野田ビル５Ｆ,東京都新宿区百人町一丁目２３番２号野田ビル５Ｆ,03-5989-1727
第一サンワビル７０１,東京都新宿区百人町一丁目２３番２号第一サンワビル７０１,03-5545-5737
第一サンワビル６０１,東京都新宿区百人町一丁目２３番２号第一サンワビル６０１,03-5545-5737
第一サンワビル２階,東京都新宿区百人町一丁目２３番２号第一サンワビル２階,03-4560-2349
東方ビル３０１,東京都新宿区百人町一丁目３番１号東方ビル３０１,03-6233-9770
東方ビル３０３,東京都新宿区百人町一丁目３番１号東方ビル３０３,03-6233-9770
M130001037,東京都新宿区百人町三丁目１３番１１号,080-3559-5188
尚美ビル　４０１,東京都新宿区百人町二丁目１１番１３号尚美ビル　４０１,03-4405-9504
M130004593,東京都新宿区百人町二丁目１３番５号,03-6677-7081
１・２階,東京都新宿区百人町二丁目１９番１２号１・２階,080-4177-5777
M130001509,東京都新宿区百人町二丁目１９番１５号,080-5190-4120
M130006916,東京都新宿区百人町二丁目１番１８号,03-5549-2442
M130004883,東京都新宿区百人町二丁目１番４６号,080-3279-5118
M130002226,東京都新宿区百人町二丁目１番４７号,03-3200-2628
M130004882,東京都新宿区百人町二丁目１番４８号,090-9237-1780
シャトー大久保３０１,東京都新宿区百人町二丁目１番５０号シャトー大久保３０１,090-8260-2492
コートウィステリア１０１,東京都新宿区百人町二丁目２１番１８号コートウィステリア１０１,080-2598-1311
１Ｆ,東京都新宿区百人町二丁目２１番２８号１Ｆ,03-5577-7260
２Ｆ、３Ｆ,東京都新宿区百人町二丁目２１番２８号２Ｆ、３Ｆ,03-5577-7260
プラザ新宿３０３,東京都新宿区百人町二丁目２３番１２号プラザ新宿３０３,03-6205-6120
プラザ新宿３０５,東京都新宿区百人町二丁目２３番１２号プラザ新宿３０５,03-6205-6120
プラザ新宿３０７,東京都新宿区百人町二丁目２３番１２号プラザ新宿３０７,03-6205-6120
プラザ新宿１０１,東京都新宿区百人町二丁目２３番１２号プラザ新宿１０１,03-6205-6120
プラザ新宿２０３,東京都新宿区百人町二丁目２３番１２号プラザ新宿２０３,03-6205-6120
プラザ新宿２０５,東京都新宿区百人町二丁目２３番１２号プラザ新宿２０５,03-6205-6120
プラザ新宿２０７,東京都新宿区百人町二丁目２３番１２号プラザ新宿２０７,03-6205-6120
プラザ新宿２０８,東京都新宿区百人町二丁目２３番１２号プラザ新宿２０８,03-6205-6120
プラザ新宿２１５,東京都新宿区百人町二丁目２３番１２号プラザ新宿２１５,03-6205-6120
プラザ新宿１０２,東京都新宿区百人町二丁目２３番１２号プラザ新宿１０２,03-6205-6120
プラザ新宿１０５,東京都新宿区百人町二丁目２３番１２号プラザ新宿１０５,03-6205-6120
プラザ新宿１０６,東京都新宿区百人町二丁目２３番１２号プラザ新宿１０６,03-6205-6120
プラザ新宿１０８,東京都新宿区百人町二丁目２３番１２号プラザ新宿１０８,03-6205-6120
プラザ新宿１１０,東京都新宿区百人町二丁目２３番１２号プラザ新宿１１０,03-6205-6120
プラザ新宿２０１,東京都新宿区百人町二丁目２３番１２号プラザ新宿２０１,03-6205-6120
プラザ新宿３０１,東京都新宿区百人町二丁目２３番１２号プラザ新宿３０１,03-6205-6120
プラザ新宿３１０,東京都新宿区百人町二丁目２３番１２号プラザ新宿３１０,03-6205-6120
プラザ新宿３１２,東京都新宿区百人町二丁目２３番１２号プラザ新宿３１２,03-6205-6120
プラザ新宿３１３,東京都新宿区百人町二丁目２３番１２号プラザ新宿３１３,03-6205-6120
プラザ新宿３１５,東京都新宿区百人町二丁目２３番１２号プラザ新宿３１５,03-6205-6120
プラザ新宿４０１,東京都新宿区百人町二丁目２３番１２号プラザ新宿４０１,03-6205-6120
プラザ新宿４０２,東京都新宿区百人町二丁目２３番１２号プラザ新宿４０２,03-6205-6120
プラザ新宿４０８,東京都新宿区百人町二丁目２３番１２号プラザ新宿４０８,03-6205-6120
プラザ新宿４１１,東京都新宿区百人町二丁目２３番１２号プラザ新宿４１１,03-6205-6120
プラザ新宿４１２,東京都新宿区百人町二丁目２３番１２号プラザ新宿４１２,03-6205-6120
プラザ新宿４１３,東京都新宿区百人町二丁目２３番１２号プラザ新宿４１３,03-6205-6120
プラザ新宿４１５,東京都新宿区百人町二丁目２３番１２号プラザ新宿４１５,03-6205-6120
ＡＮＤＡＮＴＥ１０２,東京都新宿区百人町二丁目２３番４０号ＡＮＤＡＮＴＥ１０２,03-6273-8263
ＡＮＤＡＮＴＥ２０１,東京都新宿区百人町二丁目２３番４０号ＡＮＤＡＮＴＥ２０１,03-6273-8263
ＡＮＤＡＮＴＥ２０２,東京都新宿区百人町二丁目２３番４０号ＡＮＤＡＮＴＥ２０２,03-6273-8263
ＡＮＤＡＮＴＥ２０３,東京都新宿区百人町二丁目２３番４０号ＡＮＤＡＮＴＥ２０３,03-6273-8263
三好ビル２０３,東京都新宿区百人町二丁目２３番４７号三好ビル２０３,03-5797-7900
三好ビル４０１、４０２,東京都新宿区百人町二丁目２３番４７号三好ビル４０１、４０２,03-5797-7900
光楽荘１０３,東京都新宿区百人町二丁目２４番２４号光楽荘１０３,03-3346-1830
ＮＣスクエア新宿２０２,東京都新宿区百人町二丁目２６番９号ＮＣスクエア新宿２０２,03-6273-9313
ＮＣスクエア新宿４０２,東京都新宿区百人町二丁目２６番９号ＮＣスクエア新宿４０２,03-6273-9313
ＮＣスクエア新宿４０１,東京都新宿区百人町二丁目２６番９号ＮＣスクエア新宿４０１,03-6273-9313
リマックス新大久保６Ｆ,東京都新宿区百人町二丁目２番１号リマックス新大久保６Ｆ,080-3547-7222
アーバンシティ百人町１階,東京都新宿区百人町二丁目３番１５号アーバンシティ百人町１階,03-6721-0933
アーバンシティ百人町２０１,東京都新宿区百人町二丁目３番１５号アーバンシティ百人町２０１,03-6721-0933
Ｓ・Ａビル２Ｆ,東京都新宿区百人町二丁目６番６号Ｓ・Ａビル２Ｆ,080-5086-5704
新宿サニーマンション４０４,東京都新宿区百人町二丁目７番１４号新宿サニーマンション４０４,090-8461-6101
新宿サニーマンション２０３,東京都新宿区百人町二丁目７番１４号新宿サニーマンション２０３,03-5787-8138
新宿サニーマンション４０１,東京都新宿区百人町二丁目７番１４号新宿サニーマンション４０１,03-5787-8138
新宿サニーマンション３０２,東京都新宿区百人町二丁目７番１４号新宿サニーマンション３０２,03-5787-8138
新宿サニーマンション５０２,東京都新宿区百人町二丁目７番１４号新宿サニーマンション５０２,03-6876-3083
新宿サニーマンション６０２,東京都新宿区百人町二丁目７番１４号新宿サニーマンション６０２,03-5787-8138
新宿サニーマンション６０１,東京都新宿区百人町二丁目７番１４号新宿サニーマンション６０１,03-6279-3081
新宿サニーマンション５０１,東京都新宿区百人町二丁目７番１４号新宿サニーマンション５０１,03-6380-9538
M130003906,東京都新宿区富久町４１番６号,080-4414-1981
クワトロ早稲田１０２,東京都新宿区弁天町１３８番地３クワトロ早稲田１０２,03-3346-1830
サンエスビル６Ｆ,東京都新宿区北新宿一丁目１２番１２号サンエスビル６Ｆ,03-6914-1180
サンエスビル７Ｆ,東京都新宿区北新宿一丁目１２番１２号サンエスビル７Ｆ,03-6914-1180
Ｎａｎｏ北新宿１０１,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０１,090-5332-5249
Ｎａｎｏ北新宿１０２,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０２,090-5332-5249
Ｎａｎｏ北新宿１０３,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０３,090-5332-5249
Ｎａｎｏ北新宿１０５,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０５,090-5332-5249
Ｎａｎｏ北新宿１０６,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０６,090-5332-5249
Ｎａｎｏ北新宿１０７,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０７,090-5332-5249
Ｎａｎｏ北新宿１０８,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１０８,090-5332-5249
Ｎａｎｏ北新宿１１０,東京都新宿区北新宿一丁目１２番５号Ｎａｎｏ北新宿１１０,090-5332-5249
M130006900,東京都新宿区北新宿一丁目１６番１９号,080-3714-8548
メゾン家田２０２,東京都新宿区北新宿一丁目１６番２０号メゾン家田２０２,03-4405-9504
メゾン家田２０５,東京都新宿区北新宿一丁目１６番２０号メゾン家田２０５,03-4405-9504
メゾン家田２０６,東京都新宿区北新宿一丁目１６番２０号メゾン家田２０６,03-4405-9504
メゾン家田２０７,東京都新宿区北新宿一丁目１６番２０号メゾン家田２０７,03-4405-9504
リヴシティ新宿壱番館４０７号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館４０７号室,03-6661-7734
リヴシティ新宿壱番館２０４号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２０４号室,03-6661-7734
リヴシティ新宿壱番館３１２号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館３１２号室,03-6661-7734
リヴシティ新宿壱番館１０２号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館１０２号室,03-6661-7734
リヴシティ新宿壱番館１１４号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館１１４号室,03-6661-7734
リヴシティ新宿壱番館２１９号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２１９号室,03-6661-7734
リヴシティ新宿壱番館１０９号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館１０９号室,03-6661-7734
リヴシティ新宿壱番館２０５号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２０５号室,03-6661-7734
リヴシティ新宿壱番館２１３号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２１３号室,03-6661-7734
リヴシティ新宿壱番館２１５号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２１５号室,03-6661-7734
リヴシティ新宿壱番館５０５号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館５０５号室,03-6661-7734
リヴシティ新宿壱番館５０８号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館５０８号室,03-6661-7734
リヴシティ新宿壱番館６０６号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館６０６号室,03-6661-7734
リヴシティ新宿壱番館４０５号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館４０５号室,03-6661-7734
リヴシティ新宿壱番館５１３号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館５１３号室,03-6661-7734
リヴシティ新宿壱番館５１０号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館５１０号室,03-6661-7734
リヴシティ新宿壱番館２２１号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２２１号室,03-6457-8029
リヴシティ新宿壱番館４１５号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館４１５号室,03-6457-8029
リヴシティ新宿壱番館３１０号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館３１０号室,03-6661-7734
リヴシティ新宿壱番館６０５号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館６０５号室,03-6661-7734
リヴシティ新宿壱番館２１１号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２１１号室,03-4405-9504
リヴシティ新宿壱番館３１６号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館３１６号室,03-4405-9504
リヴシティ新宿壱番館３１９号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館３１９号室,03-4405-9504
リヴシティ新宿壱番館２０１号室,東京都新宿区北新宿一丁目１９番１２号リヴシティ新宿壱番館２０１号室,03-6661-7734
リヴシテイ新宿壱番館４１３号室,東京都新宿区北新宿一丁目１９番１２号リヴシテイ新宿壱番館４１３号室,03-5549-2442
リヴシテイ新宿弐番館２０８号室,東京都新宿区北新宿一丁目２１番１６号リヴシテイ新宿弐番館２０８号室,080-2598-1311
リヴシテイ新宿弐番館４０６号室,東京都新宿区北新宿一丁目２１番１６号リヴシテイ新宿弐番館４０６号室,080-2598-1311
リヴシティ新宿弐番館５０４号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館５０４号室,03-6661-7734
リヴシティ新宿弐番館３０１号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館３０１号室,03-6661-7734
リヴシティ新宿弐番館３０３号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館３０３号室,03-6661-7734
リヴシティ新宿弐番館３０４号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館３０４号室,03-6661-7734
リヴシティ新宿弐番館４０２号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館４０２号室,03-6661-7734
リヴシティ新宿弐番館４０３号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館４０３号室,03-6661-7734
リヴシティ新宿弐番館５０２号室,東京都新宿区北新宿一丁目２１番１６号リヴシティ新宿弐番館５０２号室,03-6661-7734
ＣＳマンション北新宿１０１,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿１０１,050-5577-7888
ＣＳマンション北新宿１０２,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿１０２,050-5577-7888
ＣＳマンション北新宿１０３,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿１０３,050-5577-7888
ＣＳマンション北新宿２０１,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿２０１,050-5577-7888
ＣＳマンション北新宿２０２,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿２０２,050-5577-7888
ＣＳマンション北新宿２０３,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿２０３,050-5577-7888
ＣＳマンション北新宿３０２,東京都新宿区北新宿一丁目３３番４号ＣＳマンション北新宿３０２,050-5577-7888
プラネットＫ３０１,東京都新宿区北新宿一丁目６番１１号プラネットＫ３０１,03-5860-9670
M130004224,東京都新宿区北新宿一丁目８番７号,03-6667-4568
サウスナパ１０１、１０２,東京都新宿区北新宿一丁目９番１３号サウスナパ１０１、１０２,03-5330-8382
サウスナパ２０１,東京都新宿区北新宿一丁目９番１３号サウスナパ２０１,080-5913-3318
サウスナパ２０２,東京都新宿区北新宿一丁目９番１３号サウスナパ２０２,080-5913-3318
クルーズ東中野２０１,東京都新宿区北新宿三丁目１２番１６号クルーズ東中野２０１,03-6805-3304
カルマートいずみ１０３,東京都新宿区北新宿三丁目１３番２号カルマートいずみ１０３,03-6873-8657
カルマートいずみ１０１,東京都新宿区北新宿三丁目１３番２号カルマートいずみ１０１,03-6873-8657
M130003505,東京都新宿区北新宿三丁目１４番１３号,090-6487-8399
ユーハート北新宿１０３,東京都新宿区北新宿三丁目１４番１６号ユーハート北新宿１０３,03-4405-9504
ラスペラーザ１０３,東京都新宿区北新宿三丁目１９番３号ラスペラーザ１０３,03-6457-8029
ラスペラーザ１０５,東京都新宿区北新宿三丁目１９番３号ラスペラーザ１０５,03-6457-8029
滝澤ビル２０２,東京都新宿区北新宿三丁目１番５号滝澤ビル２０２,03-4405-2198
滝澤ビル２０３,東京都新宿区北新宿三丁目１番５号滝澤ビル２０３,03-4405-2198
プチハウス２０２,東京都新宿区北新宿三丁目２３番１７号プチハウス２０２,090-6785-7856
サクラハイツ１Ａ,東京都新宿区北新宿三丁目２６番１０号サクラハイツ１Ａ,03-5797-7900
M130010806,東京都新宿区北新宿三丁目３２番２号,080-3737-6988
パークレジデンス１０２,東京都新宿区北新宿三丁目３番１５号パークレジデンス１０２,050-1468-0480
パークレジデンス２０３,東京都新宿区北新宿三丁目３番１５号パークレジデンス２０３,050-1468-0480
ホーヨー第２ビル２０１,東京都新宿区北新宿四丁目１９番７号ホーヨー第２ビル２０１,03-3362-0658
ホーヨー第２ビル２０５,東京都新宿区北新宿四丁目１９番７号ホーヨー第２ビル２０５,03-3362-0658
ホーヨー第２ビル３０２,東京都新宿区北新宿四丁目１９番７号ホーヨー第２ビル３０２,03-3362-0658
ホーヨー第２ビル４０１,東京都新宿区北新宿四丁目１９番７号ホーヨー第２ビル４０１,03-3362-0658
ホーヨー第２ビル６０３,東京都新宿区北新宿四丁目１９番７号ホーヨー第２ビル６０３,03-3362-0658
M130005104,東京都新宿区北新宿四丁目５番２号,042-329-6100
M130001059,東京都新宿区北新宿二丁目１６番１０号,03-3366-7279
１Ｆ,東京都新宿区北新宿二丁目２番１１号１Ｆ,070-6525-5888
２Ｆ,東京都新宿区北新宿二丁目２番１１号２Ｆ,070-6525-5888
富士見ハイツ１０１,東京都新宿区北新宿二丁目２番９号富士見ハイツ１０１,03-5787-8138
富士見ハイツ１０２,東京都新宿区北新宿二丁目２番９号富士見ハイツ１０２,03-5787-8138
富士見ハイツ１０３,東京都新宿区北新宿二丁目２番９号富士見ハイツ１０３,03-5787-8138
富士見ハイツ２０２,東京都新宿区北新宿二丁目２番９号富士見ハイツ２０２,03-5787-8138
グリーンキャピタル１０２,東京都新宿区北新宿二丁目３番１３号グリーンキャピタル１０２,03-6273-9301
グリーンキャピタル２０３,東京都新宿区北新宿二丁目３番１３号グリーンキャピタル２０３,03-6273-9301
エクセル橋立１０３,東京都新宿区北新宿二丁目５番１２号エクセル橋立１０３,03-3346-1830
エクセル橋立２０３,東京都新宿区北新宿二丁目５番１２号エクセル橋立２０３,03-3346-1830
エクセル橋立３０２,東京都新宿区北新宿二丁目５番１２号エクセル橋立３０２,03-4405-9504
エクセル橋立１０２,東京都新宿区北新宿二丁目５番１２号エクセル橋立１０２,03-4405-9504
エクセル橋立１０５,東京都新宿区北新宿二丁目５番１２号エクセル橋立１０５,03-4405-9504
エクセル橋立３０１,東京都新宿区北新宿二丁目５番１２号エクセル橋立３０１,03-4405-9504
グリーンコーポ２０２,東京都新宿区北新宿二丁目５番１３号グリーンコーポ２０２,03-4405-9504
グリーンコーポ２０３,東京都新宿区北新宿二丁目５番１３号グリーンコーポ２０３,03-4405-9504
グリーンコーポ２０５,東京都新宿区北新宿二丁目５番１３号グリーンコーポ２０５,03-4405-9504
グリーンコーポ２０６,東京都新宿区北新宿二丁目５番１３号グリーンコーポ２０６,03-4405-9504
M130005542,東京都新宿区北新宿二丁目５番９号,03-6709-8933
北新宿テラスハウス中央棟,東京都新宿区北新宿二丁目８番７号北新宿テラスハウス中央棟,03-6661-7734
アーバンコア鹿野４０１・５０１,東京都新宿区余丁町３番７号アーバンコア鹿野４０１・５０１,03-5989-1727
アーバンコア鹿野５０６,東京都新宿区余丁町３番７号アーバンコア鹿野５０６,03-5989-1727
